,section,path,text,lemma_text
10,.532b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D532b,"καὶ τοὺς χεῖρον λέγοντας γιγνώσκοις ἂν ὅτι χεῖρον λέγουσιν. ἔοικέν γε. οὐκοῦν, ὦ βέλτιστε, ὁμοίως τὸν Ἴωνα λέγοντες περὶ Ὁμήρου τε δεινὸν εἶναι καὶ περὶ τῶν ἄλλων ποιητῶν οὐχ ἁμαρτησόμεθα, ἐπειδή γε αὐτὸς ὁμολογῇ τὸν αὐτὸν ἔσεσθαι κριτὴν ἱκανὸν πάντων ὅσοι ἂν περὶ τῶν αὐτῶν λέγωσι, τοὺς δὲ ποιητὰς σχεδὸν ἅπαντας τὰ αὐτὰ ποιεῖν. τί οὖν ποτε τὸ αἴτιον, ὦ Σώκρατες, ὅτι ἐγώ, ὅταν μέν τις περὶ ἄλλου του ποιητοῦ διαλέγηται, οὔτε προσέχω
","χείρων λέγω γιγνώσκω χείρων λέγω . ἔοικέν . οὐκοῦν , βέλτιστος , ὁμοίως Ἴων λέγω Ὅμηρος δεινός ποιητής ἁμαρταίνω , ἐπειδή ὁμολογέω κριτής ἱκανός πᾶς ὅσος λέγω , ποιητός σχεδόν ἅπας ποιέω . ποτε αἴτιος , Σώκρατες , , ὅταν ποιητής διαλέγω , ἐπροσέχω 
"
11,.532c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D532c,"τὸν νοῦν ἀδυνατῶ τε καὶ ὁτιοῦν συμβαλέσθαι λόγου ἄξιον, ἀλλ᾽ ἀτεχνῶς νυστάζω, ἐπειδὰν δέ τις περὶ Ὁμήρου μνησθῇ, εὐθύς τε ἐγρήγορα καὶ προσέχω τὸν νοῦν καὶ εὐπορῶ ὅτι λέγω; οὐ χαλεπὸν τοῦτό γε εἰκάσαι, ὦ ἑταῖρε, ἀλλὰ παντὶ δῆλον ὅτι τέχνῃ καὶ ἐπιστήμῃ περὶ Ὁμήρου λέγειν ἀδύνατος εἶ: εἰ γὰρ τέχνῃ οἷός τε ἦσθα, καὶ περὶ τῶν ἄλλων ποιητῶν ἁπάντων λέγειν οἷός τ᾽ ἂν ἦσθα: ποιητικὴ γάρ πού ἐστιν τὸ ὅλον. ἢ οὔ; ναί.
","νόος ἀδυνατέω ὁτιοῦν συμβάλλω λόγος ἄξιος , ἀλλ᾽ ἀτεχνῶς νυστάζω , ἐπειδάν Ὅμηρος μνησίθω , εὐθύς ἐγρήγορα προσέχω νόος εὐπορέω λέγω ; χαλεπός εἰκάζω , ἑταῖρος , πᾶς δῆλος τέχνη ἐπιστήμη Ὅμηρος λέγω ἀδύνατος : τέχνη οἷος , ποιητής ἅπας λέγω οἷος τ᾽ : ποιητικός πού ὅλος . ; ναί . 
"
12,.532d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D532d," οὐκοῦν ἐπειδὰν λάβῃ τις καὶ ἄλλην τέχνην ἡντινοῦν ὅλην, ὁ αὐτὸς τρόπος τῆς σκέψεως ἔσται περὶ ἁπασῶν τῶν τεχνῶν; πῶς τοῦτο λέγω, δέῃ τί μου ἀκοῦσαι, ὦ Ἴων; ναὶ μὰ τὸν Δία, ὦ Σώκρατες, ἔγωγε: χαίρω γὰρ ἀκούων ὑμῶν τῶν σοφῶν. βουλοίμην ἄν σε ἀληθῆ λέγειν, ὦ Ἴων: ἀλλὰ σοφοὶ μέν πού ἐστε ὑμεῖς οἱ ῥαψῳδοὶ καὶ ὑποκριταὶ καὶ ὧν ὑμεῖς ᾁδετε τὰ ποιήματα, ἐγὼ δὲ οὐδὲν ἄλλο ἢ τἀληθῆ λέγω,
","  οὐκοῦν ἐπειδάν λαμβάνω τέχνη ἡντινοῦν ὅλος , τρόπος σκέψεως ἅπας τέχνη ; πῶς λέγω , δεῖ ἀκούω , ἴον ; ναί μά ζεύς , Σώκρατες , : χαίρω ἀκούω σοφός . βούλομαι ἀληθής λέγω , ἴον : σοφός πού ῥαψῳδός ὑποκριτής ᾁδω ποίημα , τἀληθής λέγω , 
"
13,.532e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D532e,"οἷον εἰκὸς ἰδιώτην ἄνθρωπον. ἐπεὶ καὶ περὶ τούτου οὗ νῦν ἠρόμην σε, θέασαι ὡς φαῦλον καὶ ἰδιωτικόν ἐστι καὶ παντὸς ἀνδρὸς γνῶναι ὃ ἔλεγον, τὴν αὐτὴν εἶναι σκέψιν, ἐπειδάν τις ὅλην τέχνην λάβῃ. λάβωμεν γὰρ τῷ λόγῳ: γραφικὴ γάρ τίς ἐστι τέχνη τὸ ὅλον; ναί. οὐκοῦν καὶ γραφῆς πολλοὶ καὶ εἰσὶ καὶ γεγόνασιν ἀγαθοὶ καὶ φαῦλοι; πάνυ γε. ἤδη οὖν τινα εἶδες ὅστις περὶ μὲν Πολυγνώτου τοῦ Ἀγλαοφῶντος δεινός ἐστιν ἀποφαίνειν ἃ εὖ τε γράφει καὶ ἃ μή, περὶ δὲ τῶν ἄλλων γραφέων
","οἷος ἔοικα ἰδιώτης ἄνθρωπος . ἐπεί νῦν ἠρόμην , θέαζω φαῦλος ἰδιωτικός πᾶς ἀνήρ γιγνώσκω λέγω , σκέψις , ἐπειδάν ὅλος τέχνη λαμβάνω . λαμβάνω λόγος : γραφικός τέχνη ὅλος ; ναί . οὐκοῦν γραφή πολύς γίγνομαι ἀγαθός φαῦλος ; πάνυ . ἤδη εἶδον Πολυγνώτης Ἀγλαοφῶντος δεινός ἀποφαίνω εὖ γράφω , γραφή 
"
14,.533a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D533a,"ἀδύνατος; καὶ ἐπειδὰν μέν τις τὰ τῶν ἄλλων ζωγράφων ἔργα ἐπιδεικνύῃ, νυστάζει τε καὶ ἀπορεῖ καὶ οὐκ ἔχει ὅτι συμβάληται, ἐπειδὰν δὲ περὶ Πολυγνώτου ἢ ἄλλου ὅτου βούλει τῶν γραφέων ἑνὸς μόνου δέῃ ἀποφήνασθαι γνώμην, ἐγρήγορέν τε καὶ προσέχει τὸν νοῦν καὶ εὐπορεῖ ὅτι εἴπῃ; οὐ μὰ τὸν Δία, οὐ δῆτα. τί δέ; ἐν ἀνδριαντοποιίᾳ ἤδη τιν᾽ εἶδες ὅστις περὶ μὲν Δαιδάλου τοῦ Μητίονος
","ἀδύνατος ; ἐπειδάν ζωγράφος ἔργον ἐπιδεικνύω , νυστάζω ἀπορέω ἔχω συμβάλλυμι , ἐπειδάν Πολυγνώτου βούλομαι γραφή εἷς μόνος δεῖ ἀποφήνω γνώμη , ἐγρήγορέν προσέχω νόος εὐπορέω εἶπον ; μά ζεύς , δῆτα . ; ἀνδριαντοποιία ἤδη τιν᾽ εἶδον δαίδαλος Μητίων 
"
15,.533b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D533b,"ἢ Ἐπειοῦ τοῦ Πανοπέως ἢ Θεοδώρου τοῦ Σαμίου ἢ ἄλλου τινὸς ἀνδριαντοποιοῦ ἑνὸς πέρι δεινός ἐστιν ἐξηγεῖσθαι ἃ εὖ πεποίηκεν, ἐν δὲ τοῖς τῶν ἄλλων ἀνδριαντοποιῶν ἔργοις ἀπορεῖ τε καὶ νυστάζει, οὐκ ἔχων ὅτι εἴπῃ; οὐ μὰ τὸν Δία, οὐδὲ τοῦτον ἑώρακα. ἀλλὰ μήν, ὥς γ᾽ ἐγὼ οἶμαι, οὐδ᾽ ἐν αὐλήσει γε οὐδὲ ἐν κιθαρίσει οὐδὲ ἐν κιθαρῳδίᾳ οὐδὲ ἐν ῥαψῳδίᾳ οὐδεπώποτ᾽ εἶδες ἄνδρα ὅστις περὶ μὲν Ὀλύμπου δεινός ἐστιν ἐξηγεῖσθαι ἢ περὶ Θαμύρου ἢ περὶ
","Ἐπειός Πανοπεύς θεόδωρος σάμος ἀνδριαντοποιής εἵς δεινός ἐξηγέομαι εὖ ποιέω , ἀνδριαντοποιῶν ἔργον ἀπορέω νυστάζω , ἔχω εἶπον ; μά ζεύς , ὁράω . μήν , γ᾽ οἱόμαι , οὐδέ αὐίησλς κιθαρίσος κιθαρῳδία ῥαψῳδία οὐδεπώποτ᾽ εἶδον ἀνήρ ὄλυμπος δεινός ἐξηγέομαι Θαμύρος 
"
16,.533c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D533c,"Ὀρφέως ἢ περὶ Φημίου τοῦ Ἰθακησίου ῥαψῳδοῦ, περὶ δὲ Ἴωνος τοῦ Ἐφεσίου ῥαψῳδοῦ ἀπορεῖ καὶ οὐκ ἔχει συμβαλέσθαι ἅ τε εὖ ῥαψῳδεῖ καὶ ἃ μή. οὐκ ἔχω σοι περὶ τούτου ἀντιλέγειν, ὦ Σώκρατες: ἀλλ᾽ ἐκεῖνο ἐμαυτῷ σύνοιδα, ὅτι περὶ Ὁμήρου κάλλιστ᾽ ἀνθρώπων λέγω καὶ εὐπορῶ καὶ οἱ ἄλλοι πάντες μέ φασιν εὖ λέγειν, περὶ δὲ τῶν ἄλλων οὔ. καίτοι ὅρα τοῦτο τί ἔστιν. καὶ ὁρῶ, ὦ Ἴων, καὶ ἔρχομαί γέ σοι ἀποφανούμενος
","Ὀρφεύς Φημίας Ἰθακήσιος ῥαψῳδοῦ , ἴων Ἐφέσιος ῥαψῳδοῦ ἀπορέω ἔχω συμβάλλω εὖ ῥαψῳδέω . ἔχω ἀντιλέγω , Σώκρατες : ἀλλ᾽ ἐκεῖνος ἐμαυτοῦ σύνοιδα , Ὅμηρος κάλλιστ᾽ ἄνθρωπος λέγω εὐπορέω πᾶς φημί εὖ λέγω , . καίτοι ὁράω . ὁράω , ἴον , ἔρχομαι ἀποφανόω 
"
17,.533d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D533d,"ὅ μοι δοκεῖ τοῦτο εἶναι. ἔστι γὰρ τοῦτο τέχνη μὲν οὐκ ὂν παρὰ σοὶ περὶ Ὁμήρου εὖ λέγειν, ὃ νυνδὴ ἔλεγον, θεία δὲ δύναμις ἥ σε κινεῖ, ὥσπερ ἐν τῇ λίθῳ ἣν Εὐριπίδης μὲν Μαγνῆτιν ὠνόμασεν, οἱ δὲ πολλοὶ Ἡρακλείαν. καὶ γὰρ αὕτη ἡ λίθος οὐ μόνον αὐτοὺς τοὺς δακτυλίους ἄγει τοὺς σιδηροῦς, ἀλλὰ καὶ δύναμιν ἐντίθησι τοῖς δακτυλίοις ὥστ᾽ αὖ δύνασθαι ταὐτὸν τοῦτο ποιεῖν ὅπερ ἡ λίθος, ἄλλους
","δοκέω . τέχνη Ὅμηρος εὖ λέγω , νυνδὴ λέγω , θεῖος δύναμις κινέω , ὥσπερ λίθος Εὐριπίδης Μαγνῆτις ὀνομάζω , πολύς Ἡρακλεία . λίθος μόνος δακτυλίος ἄγω σιδήρεος , δύναμις ἐντίθημι δακτυλίος ὥστ᾽ αὖ δύναμαι ποιέω ὅσπερ λίθος , 
"
18,.533e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D533e,"ἄγειν δακτυλίους, ὥστ᾽ ἐνίοτε ὁρμαθὸς μακρὸς πάνυ σιδηρίων καὶ δακτυλίων ἐξ ἀλλήλων ἤρτηται: πᾶσι δὲ τούτοις ἐξ ἐκείνης τῆς λίθου ἡ δύναμις ἀνήρτηται. οὕτω δὲ καὶ ἡ Μοῦσα ἐνθέους μὲν ποιεῖ αὐτή, διὰ δὲ τῶν ἐνθέων τούτων ἄλλων ἐνθουσιαζόντων ὁρμαθὸς ἐξαρτᾶται. πάντες γὰρ οἵ τε τῶν ἐπῶν ποιηταὶ οἱ ἀγαθοὶ οὐκ ἐκ τέχνης ἀλλ᾽ ἔνθεοι ὄντες καὶ κατεχόμενοι πάντα ταῦτα τὰ καλὰ λέγουσι ποιήματα, καὶ οἱ μελοποιοὶ οἱ ἀγαθοὶ ὡσαύτως, ὥσπερ οἱ κορυβαντιῶντες
","ἄγω δακτυλίος , ὥστ᾽ ἐνίοτε ὁρμαθὸς μακρός πάνυ σιδηρίων δακτυλίων ἀλλήλων ἀρτάω : πᾶς ἐκεῖνος λίθος δύναμις ἀνήρτηται . μοῦσα ἔνθεος ποιέω , ἔνθος ἐνθουσιάζω ὁρμαθὸς ἐξαρτᾶται . πᾶς ἔπος ποιητής ἀγαθός τέχνη ἀλλ᾽ ἔνθεος κατέχω πᾶς καλός λέγω ποίημα , μελοποιός ἀγαθός ὡσαύτως , ὥσπερ κορυβαντιῶντες 
"
19,.534a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D534a,"οὐκ ἔμφρονες ὄντες ὀρχοῦνται, οὕτω καὶ οἱ μελοποιοὶ οὐκ ἔμφρονες ὄντες τὰ καλὰ μέλη ταῦτα ποιοῦσιν, ἀλλ᾽ ἐπειδὰν ἐμβῶσιν εἰς τὴν ἁρμονίαν καὶ εἰς τὸν ῥυθμόν, βακχεύουσι καὶ κατεχόμενοι, ὥσπερ αἱ βάκχαι ἀρύονται ἐκ τῶν ποταμῶν μέλι καὶ γάλα κατεχόμεναι, ἔμφρονες δὲ οὖσαι οὔ, καὶ τῶν μελοποιῶν ἡ ψυχὴ τοῦτο ἐργάζεται, ὅπερ αὐτοὶ λέγουσι. λέγουσι γὰρ δήπουθεν πρὸς ἡμᾶς οἱ ποιηταὶ ὅτι
","ἔμφρων ὀρχέω , μελοποιός ἔμφρων καλός μέλος ποιέω , ἀλλ᾽ ἐπειδάν ἐμβῶ ἁρμονία ῥυθμός , βακχεύω κατέχω , ὥσπερ βάκχας ἀρύω ποταμός μέλι γάλα κατεχόμεναι , ἔμφρων , μελοποιός ψυχή ἐργάζομαι , ὅσπερ λέγω . λέγω δήπουθεν ποιητής 
"
20,.534b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D534b,"ἀπὸ κρηνῶν μελιρρύτων ἐκ Μουσῶν κήπων τινῶν καὶ ναπῶν δρεπόμενοι τὰ μέλη ἡμῖν φέρουσιν ὥσπερ αἱ μέλιτται, καὶ αὐτοὶ οὕτω πετόμενοι: καὶ ἀληθῆ λέγουσι. κοῦφον γὰρ χρῆμα ποιητής ἐστιν καὶ πτηνὸν καὶ ἱερόν, καὶ οὐ πρότερον οἷός τε ποιεῖν πρὶν ἂν ἔνθεός τε γένηται καὶ ἔκφρων καὶ ὁ νοῦς μηκέτι ἐν αὐτῷ ἐνῇ: ἕως δ᾽ ἂν τουτὶ ἔχῃ τὸ κτῆμα, ἀδύνατος πᾶς ποιεῖν ἄνθρωπός ἐστιν καὶ χρησμῳδεῖν. ἅτε οὖν οὐ τέχνῃ ποιοῦντες καὶ πολλὰ λέγοντες καὶ καλὰ περὶ
","κρηνοί μελιρρύτων μουσή κήπ ναπός δρέπω μέλος φέρω ὥσπερ μέλιτται , πέτω : ἀληθής λέγω . κοῦφος χρῆμα ποιητής πτηνός ἱερόν , πρότερος οἷος ποιέω πρίν ἔνθεος γίγνομαι ἔκφρων νόος μηκέτι ἐνῇμι : ἕως δέ τουτὶ ἔχω κτῆμα , ἀδύνατος πᾶς ποιέω ἄνθρωπος χρησμῳδέω . ἅτε τέχνη ποιέω πολύς λέγω καλός 
"
21,.534c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D534c,"τῶν πραγμάτων, ὥσπερ σὺ περὶ Ὁμήρου, ἀλλὰ θείᾳ μοίρᾳ, τοῦτο μόνον οἷός τε ἕκαστος ποιεῖν καλῶς ἐφ᾽ ὃ ἡ Μοῦσα αὐτὸν ὥρμησεν, ὁ μὲν διθυράμβους, ὁ δὲ ἐγκώμια, ὁ δὲ ὑπορχήματα, ὁ δ᾽ ἔπη, ὁ δ᾽ ἰάμβους: τὰ δ᾽ ἄλλα φαῦλος αὐτῶν ἕκαστός ἐστιν. οὐ γὰρ τέχνῃ ταῦτα λέγουσιν ἀλλὰ θείᾳ δυνάμει, ἐπεί, εἰ περὶ ἑνὸς τέχνῃ καλῶς ἠπίσταντο λέγειν, κἂν περὶ τῶν ἄλλων ἁπάντων: διὰ ταῦτα δὲ ὁ θεὸς ἐξαιρούμενος τούτων τὸν νοῦν τούτοις χρῆται ὑπηρέταις καὶ
","πρᾶγμα , ὥσπερ Ὅμηρος , θεῖος μοίρᾳ , μόνος οἷος ἕκαστος ποιέω καλός ἐφ᾽ μοῦσα ὁρμάω , διθυράμβος , ἐγκώμιον , ὑπορχήματα , δέ ἔπος , δέ ἰάμβος : δέ φαῦλος ἕκαστός . τέχνη λέγω θεῖος δύναμις , ἐπεί , εἷς τέχνη καλός ἠπίστημι λέγω , ἅπας : θεός ἐξαιρέομαι νόος χράω ὑπηρέτης 
"
22,.534d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D534d,"τοῖς χρησμῳδοῖς καὶ τοῖς μάντεσι τοῖς θείοις, ἵνα ἡμεῖς οἱ ἀκούοντες εἰδῶμεν ὅτι οὐχ οὗτοί εἰσιν οἱ ταῦτα λέγοντες οὕτω πολλοῦ ἄξια, οἷς νοῦς μὴ πάρεστιν, ἀλλ᾽ ὁ θεὸς αὐτός ἐστιν ὁ λέγων, διὰ τούτων δὲ φθέγγεται πρὸς ἡμᾶς. μέγιστον δὲ τεκμήριον τῷ λόγῳ Τύννιχος ὁ Χαλκιδεύς, ὃς ἄλλο μὲν οὐδὲν πώποτε ἐποίησε ποίημα ὅτου τις ἂν ἀξιώσειεν μνησθῆναι, τὸν δὲ παίωνα ὃν πάντες ᾁδουσι, σχεδόν τι πάντων μελῶν κάλλιστον, ἀτεχνῶς, ὅπερ αὐτὸς λέγει,
","χρησμῳδός μάντος θείος , ἵνα ἀκούω οἶδα λέγω πολύς ἄξιος , νόος πάρειμι , ἀλλ᾽ θεός λέγω , φθέγγομαι . μέγας τεκμήριον λόγος Τύννιχος Χαλκιδεύς , πώποτε ποιέω ποίημα ἀξιώσω μιμνῄσκω , παίων πᾶς ᾁδω , σχεδόν πᾶς μέλος καλός , ἀτεχνῶς , ὅσπερ λέγω , 
"
23,.534e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D534e,"εὕρημά τι Μοισᾶν. ἐν τούτῳ γὰρ δὴ μάλιστά μοι δοκεῖ ὁ θεὸς ἐνδείξασθαι ἡμῖν, ἵνα μὴ διστάζωμεν, ὅτι οὐκ ἀνθρώπινά ἐστιν τὰ καλὰ ταῦτα ποιήματα οὐδὲ ἀνθρώπων, ἀλλὰ θεῖα καὶ θεῶν, οἱ δὲ ποιηταὶ οὐδὲν ἀλλ᾽ ἢ ἑρμηνῆς εἰσιν τῶν θεῶν, κατεχόμενοι ἐξ ὅτου ἂν ἕκαστος κατέχηται. ταῦτα ἐνδεικνύμενος ὁ θεὸς ἐξεπίτηδες διὰ τοῦ φαυλοτάτου
","εὕρημα Μοισᾶ . μάλιστα δοκέω θεός ἐνδείκνυμι , ἵνα διστάζω , ἀνθρώπινος καλός ποίημα ἄνθρωπος , θεῖος θεός , ποιητής ἀλλ᾽ ἑρμηνῆ θεός , κατέχω ἕκαστος κατέχομαι . ἐνδείκνυμς θεός ἐξεπίτηδες φαυλοτάτου 
"
24,.535a,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D535a,"ποιητοῦ τὸ κάλλιστον μέλος ᾖσεν: ἢ οὐ δοκῶ σοι ἀληθῆ λέγειν, ὦ Ἴων; ναὶ μὰ τὸν Δία, ἔμοιγε: ἅπτει γάρ πώς μου τοῖς λόγοις τῆς ψυχῆς, ὦ Σώκρατες, καί μοι δοκοῦσι θείᾳ μοίρᾳ ἡμῖν παρὰ τῶν θεῶν ταῦτα οἱ ἀγαθοὶ ποιηταὶ ἑρμηνεύειν. οὐκοῦν ὑμεῖς αὖ οἱ ῥαψῳδοὶ τὰ τῶν ποιητῶν ἑρμηνεύετε; καὶ τοῦτο ἀληθὲς λέγεις. οὐκοῦν ἑρμηνέων ἑρμηνῆς γίγνεσθε; παντάπασί γε.
","ποιητής καλός μέλος ᾖσεν : δοκέω ἀληθής λέγω , ἴον ; ναί μά ζεύς , : ἅπτω πῶς λόγος ψυχή , Σώκρατες , δοκέω θεῖος μοίρᾳ θεός ἀγαθός ποιητής ἑρμηνεύω . οὐκοῦν αὖ ῥαψῳδός ποιητής ἑρμηνεύω ; ἀληθής λέγω . οὐκοῦν ἑρμηνεύς ἑρμηνῆ γίγνομαι ; παντάπασί . 
"
25,.535b,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D535b," ἔχε δή μοι τόδε εἰπέ, ὦ Ἴων, καὶ μὴ ἀποκρύψῃ ὅτι ἄν σε ἔρωμαι: ὅταν εὖ εἴπῃς ἔπη καὶ ἐκπλήξῃς μάλιστα τοὺς θεωμένους, ἢ τὸν Ὀδυσσέα ὅταν ἐπὶ τὸν οὐδὸν ἐφαλλόμενον ᾁδῃς, ἐκφανῆ γιγνόμενον τοῖς μνηστῆρσι καὶ ἐκχέοντα τοὺς ὀιστοὺς πρὸ τῶν ποδῶν, ἢ Ἀχιλλέα ἐπὶ τὸν Ἕκτορα ὁρμῶντα, ἢ καὶ τῶν περὶ Ἀνδρομάχην ἐλεινῶν τι ἢ περὶ Ἑκάβην ἢ περὶ Πρίαμον, τότε πότερον ἔμφρων εἶ ἢ ἔξω
","  ἔχω εἶπον , ἴον , ἀποκρύπτω ἔρομαι : ὅταν εὖ εἶπον ἔπος ἐκπλήσσω μάλιστα θεάομαι , Ὀδυσσεύς ὅταν οὐδός ἐφαλλόμενον ᾁδῃς , ἐκφανής γίγνομαι μνηστῆρν ἐκχέω ὀιστός πρό πούς , Ἀχιλλέ ἕκτωρ ὁρμάω , ἀνδρομάχη ἐλεινέω Ἑκάβη πρίαμος , τότε πότερος ἔμφρων ἔξω 
"
26,.535c,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D535c,"σαυτοῦ γίγνῃ καὶ παρὰ τοῖς πράγμασιν οἴεταί σου εἶναι ἡ ψυχὴ οἷς λέγεις ἐνθουσιάζουσα, ἢ ἐν Ἰθάκῃ οὖσιν ἢ ἐν Τροίᾳ ἢ ὅπως ἂν καὶ τὰ ἔπη ἔχῃ; ὡς ἐναργές μοι τοῦτο, ὦ Σώκρατες, τὸ τεκμήριον εἶπες: οὐ γάρ σε ἀποκρυψάμενος ἐρῶ. ἐγὼ γὰρ ὅταν ἐλεινόν τι λέγω, δακρύων ἐμπίμπλανταί μου οἱ ὀφθαλμοί: ὅταν τε φοβερὸν ἢ δεινόν, ὀρθαὶ αἱ τρίχες ἵστανται ὑπὸ φόβου καὶ ἡ καρδία πηδᾷ.
","σεαυτοῦ γίγνομαι πρᾶγμα οἴομαί ψυχή λέγω ἐνθουσιάζω , Ἰθάκη τροία ὅπως ἔπος ἔχω ; ἐναργής , Σώκρατες , τεκμήριον εἶπον : ἀποκρύπτω λέγω . ὅταν ἐλεεινός λέγω , δάκρυον ἐμπίμπλαμί ὀφθαλμός : ὅταν φοβερός δεινός , ὀρθός θρίξ ἵστημι φόβος καρδία πηδάω . 
"
27,.535d,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D535d," τί οὖν; φῶμεν, ὦ Ἴων, ἔμφρονα εἶναι τότε τοῦτον τὸν ἄνθρωπον, ὃς ἂν κεκοσμημένος ἐσθῆτι ποικίλῃ καὶ χρυσοῖσι στεφάνοις κλάῃ τ᾽ ἐν θυσίαις καὶ ἑορταῖς, μηδὲν ἀπολωλεκὼς τούτων, ἢ φοβῆται πλέον ἢ ἐν δισμυρίοις ἀνθρώποις ἑστηκὼς φιλίοις, μηδενὸς ἀποδύοντος μηδὲ ἀδικοῦντος; οὐ μὰ τὸν Δία, οὐ πάνυ, ὦ Σώκρατες, ὥς γε τἀληθὲς εἰρῆσθαι. οἶσθα οὖν ὅτι καὶ τῶν θεατῶν τοὺς πολλοὺς ταὐτὰ ταῦτα ὑμεῖς ἐργάζεσθε;
","  ; φῶ , ἴον , ἔμφρων τότε ἄνθρωπος , κεκοσμημένος ἐσθής ποικίλος χρυσός στεφάνος κλάω τ᾽ θυσία ἑορτή , μηδείς ἀπόλλυμι , φοβέω πλέος δισμυρίοις ἄνθρωπος ἵστημι φιλίος , μηδείς ἀποδύω μηδέ ἀδικέω ; μά ζεύς , πάνυ , Σώκρατες , ἀληθής ἐρῶ . οἶδα θεατής πολύς ἐργάζομαι ; 
"
28,.535e,https://www.perseus.tufts.edu/hopper/xmlchunk?doc=Perseus%3atext%3a1999.01.0179%3atext%3dIon%3Asection%3D535e," καὶ μάλα καλῶς οἶδα: καθορῶ γὰρ ἑκάστοτε αὐτοὺς ἄνωθεν ἀπὸ τοῦ βήματος κλάοντάς τε καὶ δεινὸν ἐμβλέποντας καὶ συνθαμβοῦντας τοῖς λεγομένοις. δεῖ γάρ με καὶ σφόδρ᾽ αὐτοῖς τὸν νοῦν προσέχειν: ὡς ἐὰν μὲν κλάοντας αὐτοὺς καθίσω, αὐτὸς γελάσομαι ἀργύριον λαμβάνων, ἐὰν δὲ γελῶντας, αὐτὸς κλαύσομαι ἀργύριον ἀπολλύς. οἶσθα οὖν ὅτι οὗτός ἐστιν ὁ θεατὴς τῶν δακτυλίων ὁ ἔσχατος, ὧν ἐγὼ ἔλεγον ὑπὸ τῆς Ἡρακλειώτιδος λίθου ἀπ᾽ ἀλλήλων τὴν δύναμιν λαμβάνειν; ὁ δὲ μέσος σὺ ὁ
","  μάλα καλός οἶδα : καθορῶ ἑκάστοτε ἄνωθεν βῆμα κλάοντάς δεινός ἐμβλέπω συνθαμβέω λέγω . δεῖ σφόδρ᾽ νόος προσέχω : κλάω καθίζω , γελάω ἀργύριον λαμβάνω , γελάω , κλαύω ἀργύριον ἀπολλύς . οἶδα θεατὴς δακτόνιυλ ἔσχατος , λέγω Ἡρακλειῶτις λίθος ἀπ᾽ ἀλλήλων δύναμις λαμβάνω ; μέσος 
"
